Appointment_ID,Start_DateTime,End_DateTime,Type,Location,Skill_Group,Gender_Pref
APT0644,10/02/2027 10:30,10/02/2027 11:30,In-Person,Geelong,UG_999,Other
APT0645,10/02/2027 11:30,10/02/2027 13:00,Online,,UG_003,Other
APT0646,10/02/2027 15:00,10/02/2027 15:30,In-Person,NonExistingLocation,UG_003,Other
APT0647,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_007,Other
APT0648,10/02/2027 09:00,10/02/2027 09:30,In-Person,Geelong,UG_005,Female
APT0649,10/02/2027 15:30,10/02/2027 16:30,In-Person,Geelong,UG_005,N/A
APT0650,10/02/2027 12:30,10/02/2027 13:30,Online,,UG_999,Male
APT0651,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_003,Female
APT0652,10/02/2027 15:00,10/02/2027 15:30,In-Person,NonExistingLocation,UG_007,Female
APT0653,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Female
APT0654,10/02/2027 15:30,10/02/2027 16:30,Online,,UG_007,Other
APT0655,10/02/2027 12:00,10/02/2027 13:30,Online,,UG_005,N/A
APT0656,10/02/2027 10:30,10/02/2027 11:30,Online,,UG_999,N/A
APT0657,10/02/2027 08:30,10/02/2027 09:00,In-Person,Geelong,UG_003,Male
APT0658,10/02/2027 15:30,10/02/2027 16:30,In-Person,NonExistingLocation,UG_007,Male
APT0659,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,N/A
APT0660,10/02/2027 15:00,10/02/2027 16:00,In-Person,Parramatta,UG_001,Other
APT0661,10/02/2027 09:00,10/02/2027 09:30,Online,,UG_003,Female
APT0662,10/02/2027 16:00,10/02/2027 17:00,In-Person,Gold Coast,UG_999,Female
APT0663,10/02/2027 14:30,10/02/2027 15:00,In-Person,Canberra,UG_001,Male
APT0664,10/02/2027 12:30,10/02/2027 14:00,In-Person,NonExistingLocation,UG_005,Male
APT0665,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_007,N/A
APT0666,10/02/2027 15:00,10/02/2027 16:30,Online,,UG_001,Other
APT0667,10/02/2027 08:30,10/02/2027 10:00,Online,,UG_005,Female
APT0668,10/02/2027 11:00,10/02/2027 11:30,Online,,UG_999,Male
APT0669,10/02/2027 09:00,10/02/2027 10:30,Online,,UG_001,Female
APT0670,10/02/2027 10:30,10/02/2027 11:00,Online,,UG_001,Male
APT0671,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Other
APT0672,10/02/2027 10:00,10/02/2027 10:30,Online,,UG_007,N/A
APT0673,10/02/2027 12:30,10/02/2027 14:00,In-Person,Sydney CBD,UG_001,Other
APT0674,10/02/2027 16:00,10/02/2027 16:30,Online,,UG_999,N/A
APT0675,10/02/2027 15:30,10/02/2027 16:30,Online,,UG_001,Female
APT0676,10/02/2027 17:30,10/02/2027 18:00,Online,,UG_007,Male
APT0677,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Female
APT0678,10/02/2027 10:00,10/02/2027 11:00,In-Person,Sydney CBD,UG_007,N/A
APT0679,10/02/2027 09:00,10/02/2027 10:00,Online,,UG_003,Female
APT0680,10/02/2027 12:30,10/02/2027 13:00,Online,,UG_999,Male
APT0681,10/02/2027 16:30,10/02/2027 17:00,In-Person,Gold Coast,UG_001,Female
APT0682,10/02/2027 09:30,10/02/2027 10:30,Online,,UG_005,Other
APT0683,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_007,Female
APT0684,10/02/2027 10:30,10/02/2027 11:30,In-Person,Geelong,UG_007,Other
APT0685,10/02/2027 13:00,10/02/2027 14:30,Online,,UG_007,Other
APT0686,10/02/2027 13:00,10/02/2027 13:30,In-Person,Parramatta,UG_999,Other
APT0687,10/02/2027 09:30,10/02/2027 10:30,In-Person,Geelong,UG_007,Male
APT0688,10/02/2027 10:30,10/02/2027 12:00,Online,,UG_007,N/A
APT0689,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,Other
APT0690,10/02/2027 14:00,10/02/2027 15:00,In-Person,Parramatta,UG_003,Male
APT0691,10/02/2027 11:00,10/02/2027 11:30,In-Person,Parramatta,UG_001,Female
APT0692,10/02/2027 15:30,10/02/2027 17:00,In-Person,Parramatta,UG_999,Female
APT0693,10/02/2027 09:00,10/02/2027 10:00,Online,,UG_003,Female
APT0694,10/02/2027 08:00,10/02/2027 08:30,In-Person,NonExistingLocation,UG_007,N/A
APT0695,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,Female
APT0696,10/02/2027 12:30,10/02/2027 14:00,Online,,UG_001,Other
APT0697,10/02/2027 08:00,10/02/2027 08:30,Online,,UG_007,N/A
APT0698,10/02/2027 17:00,10/02/2027 18:30,Online,,UG_999,N/A
APT0699,10/02/2027 14:00,10/02/2027 15:00,Online,,UG_003,Other
APT0700,10/02/2027 08:00,10/02/2027 09:00,Online,,UG_001,Other
APT0701,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_005,N/A
APT0702,10/02/2027 14:30,10/02/2027 15:00,In-Person,Sydney CBD,UG_003,N/A
APT0703,10/02/2027 13:30,10/02/2027 14:30,In-Person,Gold Coast,UG_003,Other
APT0704,10/02/2027 17:30,10/02/2027 19:00,Online,,UG_999,Other
APT0705,10/02/2027 14:00,10/02/2027 15:00,Online,,UG_007,Other
APT0706,10/02/2027 11:00,10/02/2027 12:00,In-Person,NonExistingLocation,UG_003,Female
APT0707,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,N/A
APT0708,10/02/2027 15:30,10/02/2027 16:30,In-Person,Parramatta,UG_001,Male
APT0709,10/02/2027 13:30,10/02/2027 14:30,Online,,UG_003,Female
APT0710,10/02/2027 16:00,10/02/2027 16:30,In-Person,Sydney CBD,UG_999,Male
APT0711,10/02/2027 17:30,10/02/2027 18:00,In-Person,Gold Coast,UG_003,Female
APT0712,10/02/2027 13:00,10/02/2027 14:00,In-Person,NonExistingLocation,UG_005,Female
APT0713,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_007,N/A
APT0714,10/02/2027 09:30,10/02/2027 10:00,In-Person,Gold Coast,UG_001,Male
APT0715,10/02/2027 10:30,10/02/2027 12:00,In-Person,Parramatta,UG_005,Female
APT0716,10/02/2027 12:30,10/02/2027 14:00,Online,,UG_999,Male
APT0717,10/02/2027 10:00,10/02/2027 11:30,Online,,UG_005,Male
APT0718,10/02/2027 11:00,10/02/2027 12:00,Online,,UG_001,Female
APT0719,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,Male
APT0720,10/02/2027 12:00,10/02/2027 13:00,Online,,UG_005,Female
APT0721,10/02/2027 10:00,10/02/2027 11:30,Online,,UG_003,Female
APT0722,10/02/2027 14:30,10/02/2027 15:30,Online,,UG_999,Other
APT0723,10/02/2027 08:00,10/02/2027 09:00,In-Person,Geelong,UG_001,Female
APT0724,10/02/2027 13:00,10/02/2027 14:00,In-Person,NonExistingLocation,UG_001,N/A
APT0725,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_001,Other
APT0726,10/02/2027 14:30,10/02/2027 15:30,Online,,UG_005,Other
APT0727,10/02/2027 08:00,10/02/2027 09:00,In-Person,Canberra,UG_007,Female
APT0728,10/02/2027 16:30,10/02/2027 18:00,Online,,UG_999,N/A
APT0729,10/02/2027 11:00,10/02/2027 12:00,In-Person,Geelong,UG_005,Other
APT0730,10/02/2027 10:00,10/02/2027 11:30,Online,,UG_003,Male
APT0731,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,Female
APT0732,10/02/2027 08:00,10/02/2027 08:30,Online,,UG_003,Other
APT0733,10/02/2027 14:30,10/02/2027 16:00,In-Person,Geelong,UG_005,Other
APT0734,10/02/2027 16:00,10/02/2027 17:00,In-Person,Geelong,UG_999,N/A
APT0735,10/02/2027 12:30,10/02/2027 14:00,In-Person,Canberra,UG_005,Other
APT0736,10/02/2027 17:00,10/02/2027 18:30,In-Person,NonExistingLocation,UG_005,Other
APT0737,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_003,Male
APT0738,10/02/2027 13:00,10/02/2027 14:30,In-Person,Sydney CBD,UG_007,Male
APT0739,10/02/2027 10:00,10/02/2027 11:30,Online,,UG_007,Male
APT0740,10/02/2027 09:00,10/02/2027 09:30,Online,,UG_999,N/A
APT0741,10/02/2027 11:00,10/02/2027 12:00,In-Person,Sydney CBD,UG_007,Female
APT0742,10/02/2027 17:00,10/02/2027 18:00,Online,,UG_007,N/A
APT0743,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_003,N/A
APT0744,10/02/2027 15:00,10/02/2027 15:30,In-Person,Parramatta,UG_007,N/A
APT0745,10/02/2027 08:30,10/02/2027 10:00,In-Person,Gold Coast,UG_005,Male
APT0746,10/02/2027 17:30,10/02/2027 18:30,In-Person,Geelong,UG_999,Other
APT0747,10/02/2027 08:30,10/02/2027 10:00,In-Person,Geelong,UG_005,Female
APT0748,10/02/2027 12:30,10/02/2027 13:30,Online,,UG_001,Female
APT0749,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Other
APT0750,10/02/2027 12:30,10/02/2027 13:00,In-Person,Canberra,UG_001,Male
APT0751,10/02/2027 16:30,10/02/2027 17:30,In-Person,Geelong,UG_007,N/A
APT0752,10/02/2027 17:00,10/02/2027 18:00,Online,,UG_999,N/A
APT0753,10/02/2027 15:30,10/02/2027 17:00,In-Person,Parramatta,UG_007,Other
APT0754,10/02/2027 15:00,10/02/2027 15:30,Online,,UG_001,N/A
APT0755,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,Male
APT0756,10/02/2027 15:00,10/02/2027 16:30,Online,,UG_001,Female
APT0757,10/02/2027 08:00,10/02/2027 09:30,Online,,UG_001,Male
APT0758,10/02/2027 11:00,10/02/2027 12:30,In-Person,Gold Coast,UG_999,N/A
APT0759,10/02/2027 16:00,10/02/2027 16:30,In-Person,Gold Coast,UG_003,Female
APT0760,10/02/2027 11:00,10/02/2027 11:30,Online,,UG_001,Other
APT0761,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_001,Other
APT0762,10/02/2027 14:30,10/02/2027 15:00,Online,,UG_001,Other
APT0763,10/02/2027 14:00,10/02/2027 15:00,In-Person,Geelong,UG_001,Female
APT0764,10/02/2027 12:30,10/02/2027 13:00,In-Person,Sydney CBD,UG_999,Female
APT0765,10/02/2027 12:30,10/02/2027 13:30,In-Person,Geelong,UG_005,Male
APT0766,10/02/2027 08:30,10/02/2027 09:30,Online,,UG_001,Other
APT0767,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,N/A
APT0768,10/02/2027 09:30,10/02/2027 10:00,In-Person,Parramatta,UG_003,N/A
APT0769,10/02/2027 16:00,10/02/2027 17:30,Online,,UG_001,Other
APT0770,10/02/2027 08:30,10/02/2027 09:30,Online,,UG_999,Male
APT0771,10/02/2027 15:30,10/02/2027 16:00,Online,,UG_003,Female
APT0772,10/02/2027 16:30,10/02/2027 18:00,In-Person,NonExistingLocation,UG_003,Other
APT0773,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Female
APT0774,10/02/2027 10:00,10/02/2027 11:00,In-Person,Parramatta,UG_007,N/A
APT0775,10/02/2027 08:30,10/02/2027 09:00,Online,,UG_005,Female
APT0776,10/02/2027 08:00,10/02/2027 08:30,Online,,UG_999,Other
APT0777,10/02/2027 14:00,10/02/2027 15:00,In-Person,Gold Coast,UG_005,Male
APT0778,10/02/2027 16:30,10/02/2027 18:00,In-Person,NonExistingLocation,UG_001,N/A
APT0779,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Female
APT0780,10/02/2027 17:30,10/02/2027 19:00,Online,,UG_005,Other
APT0781,10/02/2027 15:00,10/02/2027 16:00,In-Person,Sydney CBD,UG_005,Female
APT0782,10/02/2027 15:00,10/02/2027 16:30,Online,,UG_999,Female
APT0783,10/02/2027 08:00,10/02/2027 09:30,Online,,UG_001,Other
APT0784,10/02/2027 10:30,10/02/2027 11:30,Online,,UG_007,Male
APT0785,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_001,Other
APT0786,10/02/2027 14:00,10/02/2027 15:30,Online,,UG_007,Female
APT0787,10/02/2027 08:00,10/02/2027 08:30,Online,,UG_005,Female
APT0788,10/02/2027 15:00,10/02/2027 15:30,In-Person,Geelong,UG_999,Other
APT0789,10/02/2027 11:00,10/02/2027 11:30,Online,,UG_003,Female
APT0790,10/02/2027 13:30,10/02/2027 14:00,Online,,UG_007,Female
APT0791,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Other
APT0792,10/02/2027 17:00,10/02/2027 18:30,Online,,UG_003,Female
APT0793,10/02/2027 17:00,10/02/2027 18:30,In-Person,Geelong,UG_003,Male
APT0794,10/02/2027 10:00,10/02/2027 11:00,In-Person,Gold Coast,UG_999,Female
APT0795,10/02/2027 08:00,10/02/2027 09:30,Online,,UG_007,Female
APT0796,10/02/2027 08:30,10/02/2027 09:30,Online,,UG_007,Other
APT0797,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Other
APT0798,10/02/2027 16:00,10/02/2027 16:30,In-Person,Geelong,UG_005,N/A
APT0799,10/02/2027 16:30,10/02/2027 17:30,Online,,UG_001,N/A
APT0800,10/02/2027 11:00,10/02/2027 12:00,In-Person,Gold Coast,UG_999,Female
APT0801,10/02/2027 14:30,10/02/2027 15:00,In-Person,Parramatta,UG_003,Female
APT0802,10/02/2027 09:00,10/02/2027 10:30,In-Person,NonExistingLocation,UG_007,N/A
APT0803,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,Female
APT0804,10/02/2027 09:30,10/02/2027 10:30,In-Person,Sydney CBD,UG_001,Other
APT0805,10/02/2027 16:00,10/02/2027 16:30,In-Person,Gold Coast,UG_007,Male
APT0806,10/02/2027 15:00,10/02/2027 16:30,In-Person,Geelong,UG_999,Male
APT0807,10/02/2027 14:00,10/02/2027 15:00,In-Person,Parramatta,UG_001,Male
APT0808,10/02/2027 12:30,10/02/2027 14:00,Online,,UG_001,Male
APT0809,10/02/2027 23:00,11/02/2027 00:30,In-Person,Sydney CBD,UG_007,N/A
APT0810,10/02/2027 09:30,10/02/2027 11:00,Online,,UG_003,Male
APT0811,10/02/2027 15:00,10/02/2027 16:00,Online,,UG_007,Male
APT0812,10/02/2027 13:00,10/02/2027 14:30,In-Person,Canberra,UG_999,Female
APT0813,10/02/2027 09:30,10/02/2027 10:00,In-Person,Gold Coast,UG_001,Other
APT0814,10/02/2027 10:00,10/02/2027 11:30,Online,,UG_005,N/A
APT0815,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,Female
APT0816,10/02/2027 10:00,10/02/2027 10:30,In-Person,Parramatta,UG_005,N/A
APT0817,10/02/2027 16:00,10/02/2027 17:30,Online,,UG_005,Female
APT0818,10/02/2027 10:00,10/02/2027 11:00,Online,,UG_999,Other
APT0819,10/02/2027 13:30,10/02/2027 14:00,In-Person,Geelong,UG_003,Female
APT0820,10/02/2027 13:30,10/02/2027 14:00,In-Person,NonExistingLocation,UG_001,Other
APT0821,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Other
APT0822,10/02/2027 17:00,10/02/2027 18:30,Online,,UG_005,N/A
APT0823,10/02/2027 13:00,10/02/2027 13:30,In-Person,Canberra,UG_001,N/A
APT0824,10/02/2027 11:30,10/02/2027 12:00,In-Person,Parramatta,UG_999,Female
APT0825,10/02/2027 11:30,10/02/2027 12:30,Online,,UG_007,Female
APT0826,10/02/2027 10:30,10/02/2027 11:00,Online,,UG_001,Male
APT0827,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_005,N/A
APT0828,10/02/2027 11:00,10/02/2027 12:30,Online,,UG_001,Male
APT0829,10/02/2027 11:00,10/02/2027 11:30,Online,,UG_003,Female
APT0830,10/02/2027 12:00,10/02/2027 13:30,In-Person,Sydney CBD,UG_999,Female
APT0831,10/02/2027 11:00,10/02/2027 11:30,In-Person,Sydney CBD,UG_001,Other
APT0832,10/02/2027 10:00,10/02/2027 11:00,In-Person,NonExistingLocation,UG_003,Other
APT0833,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,Female
APT0834,10/02/2027 16:00,10/02/2027 17:30,Online,,UG_001,Male
APT0835,10/02/2027 10:00,10/02/2027 10:30,In-Person,Parramatta,UG_007,Other
APT0836,10/02/2027 13:00,10/02/2027 14:30,Online,,UG_999,Male
APT0837,10/02/2027 17:30,10/02/2027 19:00,In-Person,Gold Coast,UG_005,Female
APT0838,10/02/2027 11:30,10/02/2027 12:00,Online,,UG_003,N/A
APT0839,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_001,Female
APT0840,10/02/2027 16:00,10/02/2027 17:00,Online,,UG_007,N/A
APT0841,10/02/2027 10:30,10/02/2027 11:30,Online,,UG_007,N/A
APT0842,10/02/2027 15:30,10/02/2027 16:30,Online,,UG_999,Female
APT0843,10/02/2027 11:30,10/02/2027 12:00,Online,,UG_003,Male
APT0844,10/02/2027 12:30,10/02/2027 13:30,Online,,UG_003,Other
APT0845,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_001,Other
APT0846,10/02/2027 15:00,10/02/2027 16:30,Online,,UG_003,Male
APT0847,10/02/2027 15:00,10/02/2027 16:30,Online,,UG_007,N/A
APT0848,10/02/2027 15:00,10/02/2027 16:00,Online,,UG_999,N/A
APT0849,10/02/2027 13:00,10/02/2027 14:00,Online,,UG_001,Female
APT0850,10/02/2027 11:30,10/02/2027 12:30,In-Person,NonExistingLocation,UG_001,Other
APT0851,10/02/2027 23:00,11/02/2027 00:30,In-Person,Sydney CBD,UG_003,Male
APT0852,10/02/2027 09:30,10/02/2027 10:00,Online,,UG_001,Female
APT0853,10/02/2027 13:00,10/02/2027 13:30,Online,,UG_005,Other
APT0854,10/02/2027 12:00,10/02/2027 12:30,In-Person,Gold Coast,UG_999,Male
APT0855,10/02/2027 12:30,10/02/2027 13:30,Online,,UG_007,Other
APT0856,10/02/2027 08:00,10/02/2027 09:00,In-Person,NonExistingLocation,UG_003,Female
APT0857,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_007,N/A
APT0858,10/02/2027 13:00,10/02/2027 13:30,Online,,UG_003,N/A
APT0859,10/02/2027 14:30,10/02/2027 15:00,Online,,UG_007,Male
APT0860,10/02/2027 13:30,10/02/2027 14:00,In-Person,Sydney CBD,UG_999,N/A
APT0861,10/02/2027 13:30,10/02/2027 14:30,In-Person,Canberra,UG_007,Other
APT0862,10/02/2027 16:30,10/02/2027 17:30,Online,,UG_001,Male
APT0863,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,N/A
APT0864,10/02/2027 11:00,10/02/2027 12:00,In-Person,Gold Coast,UG_007,Female
APT0865,10/02/2027 15:30,10/02/2027 16:00,Online,,UG_007,Other
APT0866,10/02/2027 09:00,10/02/2027 09:30,In-Person,Gold Coast,UG_999,Male
APT0867,10/02/2027 17:30,10/02/2027 18:30,In-Person,Parramatta,UG_003,Female
APT0868,10/02/2027 12:30,10/02/2027 13:00,In-Person,NonExistingLocation,UG_001,N/A
APT0869,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_005,N/A
APT0870,10/02/2027 14:00,10/02/2027 14:30,In-Person,Parramatta,UG_007,N/A
APT0871,10/02/2027 09:00,10/02/2027 10:00,In-Person,Parramatta,UG_003,Other
APT0872,10/02/2027 14:30,10/02/2027 16:00,Online,,UG_999,Other
APT0873,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_005,Male
APT0874,10/02/2027 10:00,10/02/2027 11:00,In-Person,NonExistingLocation,UG_003,Other
APT0875,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Male
APT0876,10/02/2027 09:00,10/02/2027 10:00,Online,,UG_005,Other
APT0877,10/02/2027 14:00,10/02/2027 15:30,In-Person,Canberra,UG_003,Female
APT0878,10/02/2027 17:30,10/02/2027 19:00,Online,,UG_999,N/A
APT0879,10/02/2027 10:30,10/02/2027 12:00,In-Person,Canberra,UG_001,Male
APT0880,10/02/2027 12:00,10/02/2027 13:30,Online,,UG_001,Female
APT0881,10/02/2027 23:00,11/02/2027 00:30,In-Person,Sydney CBD,UG_001,Male
APT0882,10/02/2027 16:00,10/02/2027 17:00,Online,,UG_007,Female
APT0883,10/02/2027 12:00,10/02/2027 12:30,In-Person,Canberra,UG_001,Male
APT0884,10/02/2027 15:00,10/02/2027 16:00,Online,,UG_999,Female
APT0885,10/02/2027 14:00,10/02/2027 14:30,In-Person,Sydney CBD,UG_001,Female
APT0886,10/02/2027 15:00,10/02/2027 16:00,Online,,UG_001,Male
APT0887,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_003,N/A
APT0888,10/02/2027 12:00,10/02/2027 12:30,In-Person,Geelong,UG_001,Female
APT0889,10/02/2027 12:30,10/02/2027 13:00,Online,,UG_003,Male
APT0890,10/02/2027 08:00,10/02/2027 09:30,Online,,UG_999,N/A
APT0891,10/02/2027 13:30,10/02/2027 14:00,In-Person,Geelong,UG_003,Other
APT0892,10/02/2027 08:30,10/02/2027 10:00,In-Person,NonExistingLocation,UG_005,N/A
APT0893,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_007,Female
APT0894,10/02/2027 11:30,10/02/2027 12:30,In-Person,Parramatta,UG_001,Male
APT0895,10/02/2027 14:30,10/02/2027 15:00,In-Person,Sydney CBD,UG_003,Male
APT0896,10/02/2027 11:30,10/02/2027 12:00,In-Person,Parramatta,UG_999,N/A
APT0897,10/02/2027 16:00,10/02/2027 16:30,Online,,UG_005,Other
APT0898,10/02/2027 11:00,10/02/2027 12:30,Online,,UG_007,Male
APT0899,10/02/2027 23:00,11/02/2027 00:30,In-Person,Sydney CBD,UG_005,Female
APT0900,10/02/2027 08:00,10/02/2027 09:00,Online,,UG_001,N/A
APT0901,10/02/2027 11:00,10/02/2027 12:00,In-Person,Geelong,UG_005,Other
APT0902,10/02/2027 08:30,10/02/2027 09:00,In-Person,Canberra,UG_999,N/A
APT0903,10/02/2027 09:30,10/02/2027 11:00,In-Person,Sydney CBD,UG_001,Other
APT0904,10/02/2027 14:00,10/02/2027 15:30,In-Person,NonExistingLocation,UG_003,Other
APT0905,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,N/A
APT0906,10/02/2027 14:00,10/02/2027 15:30,In-Person,Gold Coast,UG_001,Female
APT0907,10/02/2027 08:00,10/02/2027 09:30,In-Person,Sydney CBD,UG_003,N/A
APT0908,10/02/2027 11:30,10/02/2027 13:00,In-Person,Geelong,UG_999,Other
APT0909,10/02/2027 15:30,10/02/2027 16:30,In-Person,Parramatta,UG_007,Other
APT0910,10/02/2027 08:30,10/02/2027 09:00,Online,,UG_005,Female
APT0911,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_007,Other
APT0912,10/02/2027 08:00,10/02/2027 08:30,Online,,UG_005,Female
APT0913,10/02/2027 11:00,10/02/2027 12:30,In-Person,Parramatta,UG_003,N/A
APT0914,10/02/2027 16:00,10/02/2027 17:00,In-Person,Canberra,UG_999,Male
APT0915,10/02/2027 15:30,10/02/2027 16:00,In-Person,Geelong,UG_003,Male
APT0916,10/02/2027 09:00,10/02/2027 09:30,In-Person,NonExistingLocation,UG_001,N/A
APT0917,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_003,N/A
APT0918,10/02/2027 10:30,10/02/2027 12:00,In-Person,Sydney CBD,UG_005,N/A
APT0919,10/02/2027 11:00,10/02/2027 12:00,Online,,UG_001,Other
APT0920,10/02/2027 14:00,10/02/2027 15:00,In-Person,Canberra,UG_999,N/A
APT0921,10/02/2027 16:00,10/02/2027 17:30,Online,,UG_003,Male
APT0922,10/02/2027 14:00,10/02/2027 15:00,In-Person,NonExistingLocation,UG_003,Female
APT0923,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,N/A
APT0924,10/02/2027 12:30,10/02/2027 13:30,Online,,UG_001,Other
APT0925,10/02/2027 10:00,10/02/2027 11:30,Online,,UG_003,Female
APT0926,10/02/2027 11:00,10/02/2027 11:30,In-Person,Gold Coast,UG_999,N/A
APT0927,10/02/2027 14:00,10/02/2027 15:00,Online,,UG_005,Female
APT0928,10/02/2027 12:30,10/02/2027 14:00,In-Person,NonExistingLocation,UG_001,Male
APT0929,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_007,Other
APT0930,10/02/2027 13:30,10/02/2027 15:00,Online,,UG_005,Male
APT0931,10/02/2027 14:00,10/02/2027 15:00,In-Person,Parramatta,UG_007,Male
APT0932,10/02/2027 13:30,10/02/2027 15:00,In-Person,Parramatta,UG_999,N/A
APT0933,10/02/2027 10:00,10/02/2027 11:00,In-Person,Gold Coast,UG_003,Male
APT0934,10/02/2027 09:00,10/02/2027 10:30,Online,,UG_007,Male
APT0935,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,N/A
APT0936,10/02/2027 12:00,10/02/2027 13:30,Online,,UG_007,Other
APT0937,10/02/2027 14:30,10/02/2027 16:00,In-Person,Geelong,UG_005,Female
APT0938,10/02/2027 12:00,10/02/2027 13:30,In-Person,Canberra,UG_999,Male
APT0939,10/02/2027 10:30,10/02/2027 11:30,In-Person,Geelong,UG_001,Other
APT0940,10/02/2027 14:30,10/02/2027 16:00,Online,,UG_007,Female
APT0941,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_003,N/A
APT0942,10/02/2027 10:30,10/02/2027 12:00,In-Person,Canberra,UG_003,Female
APT0943,10/02/2027 11:00,10/02/2027 11:30,In-Person,Parramatta,UG_005,N/A
APT0944,10/02/2027 15:00,10/02/2027 16:30,In-Person,Parramatta,UG_999,Other
APT0945,10/02/2027 09:00,10/02/2027 10:00,In-Person,Sydney CBD,UG_001,Male
APT0946,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_007,Male
APT0947,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Male
APT0948,10/02/2027 09:30,10/02/2027 10:00,In-Person,Canberra,UG_005,N/A
APT0949,10/02/2027 15:30,10/02/2027 16:30,Online,,UG_005,Other
APT0950,10/02/2027 13:00,10/02/2027 14:00,In-Person,Sydney CBD,UG_999,N/A
APT0951,10/02/2027 17:30,10/02/2027 18:00,Online,,UG_005,Male
APT0952,10/02/2027 15:00,10/02/2027 16:30,Online,,UG_003,Male
APT0953,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,Other
APT0954,10/02/2027 15:00,10/02/2027 16:30,Online,,UG_007,Female
APT0955,10/02/2027 08:00,10/02/2027 09:30,Online,,UG_001,Other
APT0956,10/02/2027 08:30,10/02/2027 10:00,Online,,UG_999,Female
APT0957,10/02/2027 17:30,10/02/2027 18:30,Online,,UG_001,Female
APT0958,10/02/2027 15:30,10/02/2027 17:00,In-Person,NonExistingLocation,UG_005,Female
APT0959,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_007,Male
APT0960,10/02/2027 12:30,10/02/2027 14:00,Online,,UG_003,N/A
APT0961,10/02/2027 09:30,10/02/2027 10:30,In-Person,Parramatta,UG_003,Female
APT0962,10/02/2027 09:00,10/02/2027 09:30,Online,,UG_999,Female
APT0963,10/02/2027 13:00,10/02/2027 14:00,Online,,UG_003,Other
APT0964,10/02/2027 15:30,10/02/2027 17:00,In-Person,NonExistingLocation,UG_007,Male
APT0965,10/02/2027 23:00,11/02/2027 00:30,In-Person,Sydney CBD,UG_007,N/A
APT0966,10/02/2027 16:30,10/02/2027 17:30,In-Person,Parramatta,UG_005,Male
APT0967,10/02/2027 12:30,10/02/2027 13:00,In-Person,Geelong,UG_005,Female
